@RELATION stress
@ATTRIBUTE HORIZONTAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
0.6500000144754138,0.36666668951511383,751.0,213.0,379.08139023492737,3.5258215962441315,1.7797248367836966,336.3093575668538,1315.2097196379827,51.0,51.0,no-stress
0.6445312649011612,0.35416668467223644,149.0,264.0,425.36347730141676,0.5643939393939394,1.6112252928083968,315.3095827622889,1296.168103327894,2.0,48.0,no-stress
0.6281250156462193,0.30416667833924294,908.0,222.0,406.3052729195315,4.09009009009009,1.8302039320699617,452.2602126936911,1461.5001820830057,27.0,59.0,no-stress
0.6437500086095598,0.3222222328186035,1041.0,288.0,398.7356696240282,3.6145833333333335,1.384498852861209,441.38705570727166,1451.2903885471806,50.0,76.0,no-stress
0.6410714430468423,0.3333333432674408,271.0,214.0,394.5077731867511,1.266355140186916,1.8434942672278087,461.1958739170942,1454.3695670395764,54.0,54.0,no-stress
0.6700000196695328,0.38666669726371766,765.0,289.0,557.9476763106903,2.6470588235294117,1.9306147969228038,399.88619057027955,1354.0484018799416,67.0,85.0,no-stress
0.6682291775941849,0.3916666992008686,525.0,371.0,372.6810500961159,1.4150943396226414,1.004531132334544,344.32892092522786,1348.3888710268661,8.0,14.0,no-stress
0.6937500139077505,0.38888892034689587,900.0,288.0,579.2634849251735,3.125,2.011331544879075,378.12682067081965,1319.6986998598627,104.0,118.0,no-stress
0.6410714387893677,0.3333333432674408,941.0,206.0,402.1156429042235,4.567961165048544,1.9520176840010848,330.5687025458364,1328.718559374502,29.0,37.0,no-stress
0.6325000166893006,0.31555556654930117,1279.0,214.0,421.00215878273275,5.9766355140186915,1.9672998073959473,321.97279211759786,1310.8709984112172,70.0,82.0,no-stress
0.6691964438983372,0.39285717585257124,635.0,421.0,474.89049795151016,1.508313539192399,1.1280059333765087,371.33580312523236,1371.0022358531367,29.0,75.0,no-stress
0.7041666805744171,0.4166666977107525,465.0,396.0,325.51275047731383,1.1742424242424243,0.8220018951447319,320.6563926733233,1317.35619617666,9.0,49.0,no-stress
0.6152777870496114,0.31111112236976624,384.0,272.0,339.0413132573941,1.411764705882353,1.2464754163874783,406.2506115410125,1418.5003640556351,85.0,85.0,no-stress
0.6383333444595337,0.3333333432674408,388.0,214.0,418.0296394808058,1.8130841121495327,1.9534095302841394,419.15957253870397,1423.5972859038975,70.0,92.0,no-stress
0.6446428753080822,0.3333333432674408,328.0,321.0,430.242685676553,1.0218068535825544,1.3403198930733737,471.248485550245,1477.4295580388552,76.0,76.0,no-stress
0.6775000095367432,0.39111114144325254,742.0,231.0,399.17711340213236,3.212121212121212,1.728039451957283,405.10416406839636,1414.6841483157862,19.0,41.0,no-stress
0.6705882444101221,0.3843137551756466,158.0,272.0,394.78945070593466,0.5808823529411765,1.4514318040659362,306.7784803013074,1299.7821934959625,34.0,34.0,no-stress
0.7051829404947234,0.37073173174043983,259.0,507.0,299.8460348913328,0.5108481262327417,0.5914122976160411,361.4325520702264,1377.5344786223427,30.0,42.0,no-stress
0.6445312686264515,0.35833335295319557,259.0,239.0,408.4255497576594,1.0836820083682008,1.708893513630374,415.1971108899819,1411.0456922504654,24.0,24.0,no-stress
0.6426136493682861,0.3181818290190263,1063.0,338.0,518.994573821019,3.1449704142011834,1.5354869047959143,511.5028912150486,1498.6610712954187,53.0,57.0,no-stress
0.6738281454890966,0.32500001043081284,489.0,503.0,529.7905889131868,0.9721669980119284,1.0532616081773096,493.6907849386714,1479.8480406277017,66.0,72.0,no-stress
0.6535000157356262,0.34666668176651,668.0,336.0,489.9231683434325,1.9880952380952381,1.4581046676887872,485.26160634862856,1464.71902252887,35.0,49.0,no-stress
0.6911458422740301,0.4083333636323611,602.0,388.0,452.219768434958,1.5515463917525774,1.1655148671004072,363.48628386172663,1325.3985528748392,2.0,32.0,no-stress
0.6781250139077505,0.40000002831220627,1021.0,172.0,417.2096909614775,5.936046511627907,2.4256377381481253,307.5646221819835,1261.4849767774997,33.0,33.0,no-stress
0.7168750047683716,0.4200000301003456,597.0,320.0,391.0902385397639,1.865625,1.2221569954367622,353.6092391701309,1357.299813874246,10.0,32.0,no-stress
0.6734375208616257,0.40000002831220627,745.0,106.0,200.2019735098982,7.028301886792453,1.8886978633009266,149.1528321673496,1160.84819857739,21.0,21.0,stress
0.6611111164093018,0.3629629843764835,200.0,115.0,212.67988576318558,1.7391304347826086,1.8493903109842225,167.45755963056635,1134.262195202154,16.0,16.0,stress
0.5937500149011612,0.3083333447575569,966.0,98.0,171.90594166019403,9.857142857142858,1.7541422618387146,526.2008914796319,1562.6052647960028,20.0,20.0,stress
0.6180555754237704,0.3333333432674408,757.0,124.0,251.6044933539987,6.104838709677419,2.029068494790312,529.282313177109,1561.6569106076095,17.0,37.0,stress
0.6250000085149493,0.3333333432674408,470.0,91.0,210.2939821789966,5.164835164835165,2.310922881087875,406.6595374711758,1439.6447032751735,20.0,20.0,stress
0.6375000178813934,0.36666668951511383,638.0,107.0,147.07889001097334,5.962616822429907,1.3745690655231153,360.6708189502639,1395.320243563322,2.0,4.0,stress
0.6312499940395355,0.36666668951511383,125.0,90.0,14.401593038096228,1.3888888888888888,0.16001770042329141,366.5240631596998,1405.7682727869915,4.0,4.0,stress
0.5900000095367431,0.3066666781902313,262.0,65.0,45.11316878634182,4.030769230769231,0.6940487505591049,452.82380296198255,1491.6547093004108,3.0,3.0,stress
0.6225000023841858,0.3066666781902313,1025.0,57.0,150.65910643327635,17.982456140350877,2.643142218127655,441.2405736370231,1471.2330105521348,14.0,14.0,stress
